runnerId,avgWithoutCurrentYear,category,noOfRacesInCurrentYear





3886,0,47.0,1




3890,12501,62.0,2

3890,13429,62.0,2




3891,0,57.0,2

3892,0,37.0,3


3893,0,42.0,2



3894,0,32.0,2




3895,15846,57.0,8










3895,19941,57.0,4





3898,0,47.0,2






3899,0,42.0,4

3900,0,37.0,2

3901,17475,32.0,1
3901,19626,32.0,1

3902,0,37.0,1
3903,0,37.0,1
3903,16413,37.0,1




3907,21289,52.0,1
3907,16889,52.0,1

3907,19089,52.0,2



3909,12847,52.0,2

3909,13492,52.0,1
3909,13066,52.0,1

3911,0,32.0,2

3912,0,32.0,1


3913,14380,21.0,1
3913,0,21.0,1
3914,0,42.0,2











3917,0,32.0,3



3918,0,52.0,1


3919,14242,37.0,1
3919,13315,37.0,1














3924,0,37.0,2


3925,0,52.0,3



3926,0,52.0,1



3927,0,37.0,2


3928,15156,37.0,1

3928,16459,37.0,3

3928,17453,37.0,2

3928,17143,37.0,3







3930,17729,32.0,1
3930,15909,32.0,2
3930,15909,32.0,2
3930,19550,32.0,2






3934,12028,42.0,1
3934,0,42.0,3

3934,0,42.0,3



3936,17717,27.0,1
3936,19384,27.0,1





3939,0,37.0,2




3940,13655,37.0,2

3940,13810,37.0,1

3942,15172,57.0,1
3942,15230,57.0,2
3942,15230,57.0,2
3942,15057,57.0,1

3943,0,32.0,3



3943,14136,32.0,2




3944,0,37.0,2






3946,0,37.0,2


3947,11386,47.0,2
3947,11386,47.0,2

3949,0,32.0,2





3954,0,32.0,2



3956,19476,42.0,1
3956,18011,42.0,1
3956,19476,42.0,1

3958,0,21.0,2




3960,18800,42.0,3


3960,17657,42.0,4
3960,17657,42.0,4







3964,0,52.0,2









3965,0,32.0,1

3967,12907,27.0,2
3967,12907,27.0,2
3967,12907,27.0,1
3967,0,27.0,3



3968,0,21.0,2





3972,24907,62.0,1
3972,0,62.0,1

3973,0,52.0,2







3975,0,32.0,1



3976,10052,32.0,1
3976,10084,32.0,6
3976,10084,32.0,6





3977,0,37.0,3




3978,0,42.0,1





3979,0,37.0,3


3980,0,32.0,1



3983,12905,42.0,1
3983,12899,42.0,1


3985,0,37.0,2





3986,0,47.0,1





3987,0,42.0,2

3988,0,57.0,1



3991,21728,21.0,1
3991,0,21.0,1


3993,16844,37.0,2

3993,16576,37.0,2
3993,16576,37.0,2
3993,16844,37.0,2

3993,16844,37.0,3
3993,16844,37.0,3


3995,0,47.0,1



3998,0,32.0,4
3998,0,32.0,4










4003,16163,47.0,1

4003,15236,47.0,3


4004,14214,37.0,2
4004,14625,37.0,1
4004,14214,37.0,2
4004,14214,37.0,2

4005,16568,32.0,2

4005,13756,32.0,2



4007,0,21.0,2








4012,12536,21.0,2

4012,12061,21.0,2

4013,0,47.0,4











4017,0,37.0,1
4018,18955,32.0,1
4018,18560,32.0,1









4021,14572,32.0,2










4021,0,32.0,2


4023,12128,37.0,1
4023,0,37.0,1

4025,15921,42.0,1
4025,0,42.0,4



















4029,14081,62.0,8
4029,14081,62.0,8




4029,14081,62.0,8


4029,14179,62.0,7






4030,0,37.0,1


4031,14850,57.0,1
4031,13942,57.0,1



4035,12458,57.0,2

4035,13646,57.0,3


4035,14219,57.0,3



4036,0,57.0,1



4038,14892,42.0,5
4038,14892,42.0,5


4038,14178,42.0,5
4038,14178,42.0,5

4038,14178,42.0,5


4038,14892,42.0,4


4038,14892,42.0,3




4039,0,42.0,1




4041,16232,27.0,1
4041,0,27.0,1










4044,0,32.0,2


4045,0,37.0,2

4046,0,57.0,2

4047,0,62.0,4













4050,0,21.0,2

4051,0,37.0,5







4052,0,32.0,1

4053,0,42.0,2



4055,0,42.0,1




4056,15082,47.0,2

4056,14022,47.0,2










4063,0,42.0,3





4066,17882,62.0,1
4066,19995,62.0,2
4066,19995,62.0,2

4067,0,37.0,1

4068,14536,47.0,1
4068,13908,47.0,2

4068,14232,47.0,2



4069,12581,52.0,12




4069,12581,52.0,12






4069,12614,52.0,13




4069,12614,52.0,13







4069,12515,52.0,13




4069,12515,52.0,13







4071,11333,47.0,4



4071,11908,47.0,2

4071,11744,47.0,3




4074,0,37.0,1





4076,0,42.0,1

4077,0,32.0,1


4078,0,21.0,1








4085,0,37.0,2


4088,18602,37.0,2
4088,18602,37.0,2




4091,0,32.0,6







4092,0,21.0,1


4093,0,21.0,1







4099,0,37.0,1







4100,0,47.0,5







4105,14417,37.0,2

4105,0,37.0,1

4106,18239,57.0,2

4106,18773,57.0,2





4110,0,37.0,1

4111,12119,37.0,1
4111,12119,37.0,6




4111,12119,37.0,6

4111,11939,37.0,2






4117,0,37.0,2








4120,0,32.0,5









4122,0,37.0,2

4123,15847,42.0,1
4123,14619,42.0,2
4123,14619,42.0,2


4124,0,21.0,3












4128,15898,57.0,3


4128,15781,57.0,4






4129,11486,27.0,4
4129,11486,27.0,4





4130,0,52.0,1





4136,17274,32.0,1
4136,16300,32.0,3


4136,16569,32.0,2

4136,16671,32.0,1

4137,0,37.0,2




4138,0,27.0,1





4141,13363,42.0,1
4141,0,42.0,2

4142,15003,27.0,1
4142,0,27.0,1

4143,0,27.0,1
4144,0,42.0,2





4146,0,27.0,2






4147,0,47.0,5
4147,0,47.0,5


4147,0,47.0,5

4147,13434,47.0,2






4150,0,32.0,4




4151,0,37.0,1











4152,0,42.0,3





4153,12271,32.0,2



4153,0,32.0,3



4155,0,37.0,4




4157,0,42.0,2



4160,10809,42.0,1


4160,12303,42.0,3

4162,0,52.0,1





4164,11823,42.0,3

4164,0,42.0,3



4165,20281,80,1

4165,-1,80,1
4166,15762,32.0,1
4166,15527,32.0,1




4169,0,47.0,1









4171,15962,62.0,1
4171,0,62.0,4








4173,0,37.0,1

4174,17217,47.0,1
4174,16166,47.0,2

4174,16201,47.0,2


4175,0,47.0,1
4176,0,32.0,1



4178,17462,42.0,1
4178,18208,42.0,1
4178,17918,42.0,1
4179,0,42.0,1



4180,20395,52.0,1
4180,20080,52.0,1








4181,0,47.0,4












4187,0,42.0,1


4189,18581,37.0,2
4189,18581,37.0,2
4189,9290,37.0,1
4189,9290,37.0,1


4190,0,27.0,1

4192,0,37.0,2



4195,0,32.0,1


4196,0,32.0,3


4197,13701,27.0,1
4197,13805,27.0,2




4201,14262,47.0,1
4201,13927,47.0,2
4201,13927,47.0,2

4202,0,32.0,1





4205,0,57.0,2









4211,0,42.0,2


4214,0,21.0,1


4215,0,27.0,2







4216,14228,32.0,6



4216,14228,32.0,4

4216,0,32.0,4




4218,0,32.0,1

4219,0,32.0,2






4224,0,57.0,2


4226,14700,47.0,1
4226,18926,47.0,2
4226,18926,47.0,2















4227,0,47.0,7







4228,0,42.0,4









4232,0,42.0,1

4233,0,47.0,1





4235,0,32.0,1
4236,0,32.0,1






4237,0,21.0,1
4238,0,42.0,2





4241,13537,32.0,4

4241,13537,32.0,4


4241,14016,32.0,3






4246,11745,52.0,1


4246,12140,52.0,2



4249,0,37.0,2


4250,0,37.0,1



4253,0,27.0,3





4256,12616,27.0,1
4256,12756,27.0,1




4258,13866,47.0,3


4258,13981,47.0,2


4261,17111,52.0,1
4261,16375,52.0,1

4263,0,52.0,2

4264,12834,47.0,1
4264,12506,47.0,1




4265,0,37.0,3








4266,16430,47.0,1
4266,18720,47.0,1


4267,0,52.0,1



4270,0,32.0,1



4274,12175,47.0,1
4274,12432,47.0,2


4274,12175,47.0,5


4274,12175,47.0,5



4277,0,42.0,1



4279,13903,47.0,2

4279,7861,47.0,3

4279,6040,47.0,1



4282,16526,57.0,1
4282,16846,57.0,1
4283,21313,47.0,1
4283,0,47.0,1

4284,0,47.0,1
4285,14053,52.0,1

4285,14808,52.0,5
4285,14808,52.0,5

4285,14808,52.0,5















4289,18528,62.0,10








4289,0,62.0,11








4290,17189,47.0,3



4290,0,47.0,1



4291,0,37.0,2





4295,0,32.0,2




4297,13988,47.0,1
4297,16513,47.0,1

4299,16737,32.0,6
4299,16737,32.0,6






4301,0,42.0,2


4302,0,32.0,1



4306,12171,37.0,1
4306,12292,37.0,1
4307,0,52.0,1

4308,16892,47.0,1
4308,15581,47.0,4






4309,0,42.0,3


4310,0,47.0,2




4312,0,52.0,3


4313,0,21.0,1


4315,12220,47.0,3


4315,11952,47.0,6
4315,11952,47.0,6

4315,11952,47.0,6



4315,12389,47.0,10



4315,12389,47.0,10
4315,12389,47.0,10



















4316,11119,21.0,3


4316,10721,21.0,5






4318,0,37.0,1




4322,0,32.0,1




4323,14252,37.0,2

4323,0,37.0,1


4325,16472,57.0,1
4325,0,57.0,2


4326,0,47.0,1








4328,10725,32.0,2

4329,12995,42.0,1
4329,12577,42.0,2

4329,12744,42.0,2



4331,0,37.0,2





4333,0,42.0,1
4334,0,27.0,2



4336,20915,37.0,1
4336,22347,37.0,2




4337,0,42.0,1




4342,0,21.0,1



4344,13517,42.0,1

4344,12637,42.0,3







4348,0,57.0,5




4348,13428,57.0,3






4350,14434,37.0,3
4350,14434,37.0,3

4351,0,42.0,1

4351,20272,42.0,1
4351,20272,42.0,1
4352,0,37.0,3




4353,21902,47.0,3


4353,21448,47.0,3
4353,21448,47.0,3


4353,22132,47.0,4
4353,22132,47.0,4






4358,0,21.0,2













4359,13738,32.0,13



4359,13441,32.0,8







4360,0,47.0,2










4361,11960,37.0,6



4361,11960,37.0,6

4361,11469,37.0,2
4361,11469,37.0,2


4364,0,37.0,2


4365,0,37.0,3




4366,14091,52.0,9




4366,14091,52.0,9




4366,13182,52.0,11








4367,15024,37.0,1
4367,14994,37.0,4



4368,0,32.0,1


4369,0,52.0,1
4370,0,21.0,2






4375,17422,37.0,1
4375,18182,37.0,1


4377,0,37.0,1



4381,14137,57.0,3

4381,14137,57.0,3

4382,15304,74.5,1
4382,15918,74.5,1



4385,15221,21.0,2
4385,15378,21.0,2
4385,15378,21.0,2






4387,0,47.0,2



4388,0,42.0,2






4389,0,52.0,1





4394,13313,37.0,1
4394,0,37.0,1

4396,0,52.0,1



4399,15733,67.0,6



4399,15733,67.0,6




4402,0,42.0,2

4403,0,32.0,2




4404,0,47.0,1

4405,0,32.0,1


4406,15837,37.0,1
4406,14151,37.0,3


4406,17524,37.0,2
4406,17524,37.0,2



4408,13845,37.0,1
4408,14179,37.0,1

4410,0,37.0,3


4411,13963,42.0,4
4411,13963,42.0,4




4413,0,42.0,1




4417,0,42.0,1

4418,14699,27.0,2

4418,0,27.0,1

4419,0,52.0,1

4420,0,37.0,1



4422,14858,57.0,1
4422,15376,57.0,1



4423,0,32.0,3









4429,0,27.0,2







4434,0,42.0,1
4434,18308,42.0,1
4435,0,37.0,2
4435,0,37.0,2







4438,0,57.0,2


4440,0,27.0,2



4442,13993,37.0,2
4442,13993,37.0,2
4442,14513,37.0,1
4443,16658,42.0,2

4443,19652,42.0,2
4443,19652,42.0,2







4449,15199,42.0,2


4449,0,42.0,1




4454,0,47.0,1










4455,0,47.0,5









4456,0,47.0,1


4457,0,37.0,2
4458,0,32.0,2






4460,0,21.0,1








4466,0,47.0,2


4467,0,32.0,4



4468,0,52.0,1





4470,14344,27.0,1
4470,13812,27.0,4
4470,13812,27.0,4
4470,13812,27.0,4
4470,13812,27.0,4
4470,14510,27.0,2

4471,0,21.0,4





4473,16317,42.0,2

4473,15478,42.0,2










4474,14112,32.0,3
4474,12568,32.0,4
4474,12568,32.0,4




4477,0,21.0,2



4479,0,32.0,1





4480,0,37.0,1

4482,0,32.0,2


4483,16820,37.0,2


4484,0,52.0,2



4487,13585,47.0,1



4487,14842,47.0,5


4487,16099,47.0,5



4488,0,37.0,1

4489,17308,42.0,1
4489,17496,42.0,1


4491,0,42.0,2


4492,14320,42.0,2
4492,14320,42.0,2
4492,13721,42.0,2

4493,20433,47.0,1
4493,18740,47.0,1
4493,22127,47.0,1


4494,0,52.0,3



4495,16594,42.0,1

4495,13974,42.0,1


4496,0,32.0,1
4497,0,21.0,4




4499,0,27.0,1









4502,21104,37.0,4



4502,16492,37.0,5

4502,16492,37.0,5


4503,0,52.0,2



4506,0,27.0,3



4507,12777,27.0,3



4507,0,27.0,4



4508,0,27.0,1

4509,16567,32.0,2
4509,0,32.0,1






4512,0,57.0,3





4515,0,37.0,2



4516,0,42.0,3



4518,15353,42.0,2
4518,15353,42.0,2
4518,14744,42.0,2
4518,14744,42.0,2




4521,14222,57.0,2
4521,14222,57.0,2
4521,13044,57.0,1








4522,0,32.0,8












4525,15369,52.0,3

4525,16772,52.0,1
4526,17544,52.0,1
4526,15597,52.0,1

4527,0,27.0,2








4530,0,32.0,1











4536,0,57.0,3


4537,0,21.0,1






4540,0,27.0,2




4543,0,21.0,2







4548,9796,47.0,1
4548,9777,47.0,2





4550,0,37.0,2


4551,0,37.0,2




4554,0,47.0,2




4557,0,32.0,1

4559,13882,42.0,1
4559,14493,42.0,3
4559,14493,42.0,3



4560,13769,37.0,2
4560,13464,37.0,2

4560,14185,37.0,3
4560,14185,37.0,3

4560,13738,37.0,1


4562,13868,32.0,3
4562,13868,32.0,3
4562,13868,32.0,3
4562,14226,32.0,4




4564,12878,42.0,1



4564,12878,42.0,6


4564,0,42.0,3




4567,15403,42.0,1
4567,15069,42.0,1
4568,13599,47.0,1



4568,14012,47.0,5





4568,13865,47.0,5




4570,18568,42.0,2
4570,18568,42.0,2








4576,14468,62.0,2

4576,10851,62.0,4


4576,10851,62.0,4


4576,10851,62.0,5



4578,0,37.0,2

4579,0,37.0,2
4579,0,37.0,2
4580,0,42.0,2


4582,0,37.0,2














4593,0,32.0,2



4595,18704,52.0,2
4595,18026,52.0,2


4595,18704,52.0,2

4597,0,42.0,1





4599,15201,62.0,3


4599,14842,62.0,4
4599,14842,62.0,4
4599,14842,62.0,4
4599,14842,62.0,4
4599,15276,62.0,3
4599,15276,62.0,3
4599,15276,62.0,3








4603,15102,57.0,2

4603,15066,57.0,2


4604,0,21.0,1
4605,12520,52.0,1

4605,12635,52.0,3
4605,12635,52.0,3
4605,12520,52.0,1





4607,15483,47.0,5

4607,15483,47.0,5







4612,0,37.0,2

4613,0,32.0,1



4616,0,32.0,1

4617,0,52.0,2



4619,0,37.0,1
4620,0,42.0,1





4621,0,32.0,4






4624,0,47.0,3




4625,0,62.0,1


4627,0,21.0,1



4630,11655,52.0,1
4630,11485,52.0,2
4630,11485,52.0,2
4630,11485,52.0,1
4631,15768,37.0,1
4631,14766,37.0,1






4636,0,27.0,2



4637,12582,57.0,2

4637,12805,57.0,1

4639,0,57.0,1



4641,0,21.0,2




4644,0,62.0,2


4645,0,27.0,1


4648,0,42.0,2










4655,12412,47.0,2
4655,12412,47.0,2
4655,12185,47.0,2





4659,0,47.0,1





4661,0,42.0,1


4663,13850,21.0,1



4664,0,47.0,2


4665,0,42.0,1




4670,0,37.0,2


4672,15033,27.0,2
4672,15033,27.0,2



4674,13849,32.0,1
4674,14783,32.0,1
4674,14460,32.0,2




4677,13570,37.0,1




4679,0,47.0,5













4682,15833,42.0,1
4682,14803,42.0,1



4683,0,37.0,4

4683,0,37.0,4

4684,-1,42.0,3

4684,-1,42.0,3
4684,-1,42.0,3

4684,0,42.0,4

4684,0,42.0,4


4685,0,37.0,1



4686,14028,32.0,1



4689,0,37.0,2




4693,0,47.0,1


4694,13077,47.0,1
4694,13077,47.0,3
4694,13077,47.0,3


4694,13077,47.0,2
4694,13116,47.0,3

4694,13116,47.0,3
4695,0,37.0,1


4696,0,47.0,1





4700,0,42.0,1









4705,0,42.0,2




4707,0,37.0,1
4707,11832,37.0,1


4709,16294,37.0,1
4709,0,37.0,1


4711,0,37.0,1

4712,16282,27.0,1
4712,18609,27.0,1
4713,20377,52.0,1
4713,19591,52.0,1




4715,14594,42.0,2

4715,0,42.0,6
















4717,0,27.0,3



4718,0,37.0,1






4723,0,42.0,2








4727,0,32.0,1

4729,12545,21.0,1
4729,0,21.0,1
4730,15119,42.0,1
4730,16885,42.0,2




4731,0,32.0,3
4732,0,32.0,2

4733,12861,27.0,2


4733,12318,27.0,1
4734,15304,52.0,1
4734,15290,52.0,1

4734,15772,52.0,2
4735,0,42.0,2






4740,13151,32.0,1
4740,13151,32.0,1
4740,0,32.0,1






4747,15969,47.0,1
4747,9104,47.0,1
4747,6863,47.0,1




4748,7854,32.0,1
4748,5988,32.0,3


4748,11782,32.0,2



4751,16264,32.0,1
4751,16397,32.0,2


4751,16264,32.0,2




4755,0,32.0,5








4757,12417,47.0,3
4757,12243,47.0,3



4758,0,47.0,1


4761,0,37.0,2









4765,0,32.0,1

4766,0,27.0,1





4767,0,37.0,6









4768,0,57.0,4



4769,0,37.0,1

4770,0,27.0,2



4770,14729,27.0,5


4772,0,37.0,2



4774,13374,37.0,2

4774,15771,37.0,1


4776,0,32.0,1



4777,13176,42.0,3


4777,14154,42.0,2
4777,14427,42.0,1










4780,14574,21.0,5
4780,0,21.0,4




4781,0,32.0,2
4782,18282,62.0,1

4782,18484,62.0,3
4782,18484,62.0,3
4782,18282,62.0,1
4783,0,21.0,3




4784,12020,21.0,2
4784,12020,21.0,2

4786,0,21.0,2

4787,0,42.0,2





4788,17724,42.0,2
4788,16822,42.0,6





4788,18626,42.0,4









4794,0,37.0,1
4794,17348,37.0,1
4795,0,27.0,1







4799,0,42.0,2





4800,0,37.0,3
4800,0,37.0,3








4802,15086,27.0,1
4802,15778,27.0,4

4802,15778,27.0,4



4802,15086,27.0,3
4802,15086,27.0,4







4803,16465,47.0,2

4803,0,47.0,3



4805,18504,32.0,1
4805,17019,32.0,2
4805,17019,32.0,2


4808,0,47.0,1






4810,19785,57.0,2

4810,0,57.0,3

4810,0,57.0,3




4815,0,27.0,2







4819,0,37.0,1







4825,0,32.0,1
4826,0,37.0,1







4828,0,32.0,1





4834,12129,32.0,1
4834,13897,32.0,2



4837,11698,32.0,1
4837,10825,32.0,2

4837,11698,32.0,1



4838,0,21.0,3


4839,0,21.0,1


4841,0,52.0,2


4841,10892,52.0,2



4843,0,32.0,1


4844,12238,42.0,2


4844,12412,42.0,2
4844,12302,42.0,2

4844,12293,42.0,3




4847,0,47.0,1









4851,0,37.0,1



4854,0,32.0,2






4858,0,37.0,4









4860,0,27.0,1





4861,0,57.0,2




4865,12326,37.0,2


4865,12009,37.0,2







4867,0,42.0,9






4868,0,27.0,3



4869,0,27.0,2

















4870,13830,47.0,7

4870,14482,47.0,3



4870,13830,47.0,6






4872,0,32.0,2


4873,0,42.0,1







4880,18461,42.0,3


4880,0,42.0,2




4881,16905,37.0,2

4881,0,37.0,1

4882,13879,37.0,1
4882,12899,37.0,1



4885,0,42.0,1





4889,0,37.0,2





4892,18623,21.0,1
4892,0,21.0,5





4893,0,21.0,3




4896,0,52.0,2





4899,0,42.0,1






4900,0,42.0,4


4901,0,52.0,2






4907,0,47.0,2







4911,0,32.0,1


4913,13643,52.0,1
4913,12808,52.0,1


4914,0,37.0,1






4916,0,32.0,3










4917,0,47.0,3













4919,0,27.0,3



4920,0,37.0,1



4922,15254,27.0,1
4922,13400,27.0,1




4923,0,32.0,1


4924,0,27.0,2

4925,0,37.0,2



4926,15394,32.0,2

4926,14593,32.0,2



4928,14144,52.0,1
4928,0,52.0,3




4929,0,47.0,1

4931,13427,27.0,1
4931,13258,27.0,1




4935,0,32.0,2








4937,13417,42.0,3
4937,13417,42.0,3


4937,13162,42.0,3







4939,0,57.0,1


4941,0,27.0,1











4946,0,57.0,5










4948,0,42.0,1

4949,15615,37.0,1
4949,14530,37.0,2
4949,14530,37.0,2


4951,0,27.0,1





4955,0,37.0,3












4957,18607,32.0,1
4957,19701,32.0,1
4958,0,42.0,2








4961,0,47.0,1






4963,12067,27.0,2

4963,0,27.0,2


4965,11624,21.0,1
4965,10478,21.0,2


4966,17021,37.0,1
4966,19039,37.0,3








4968,0,37.0,2



4971,0,27.0,1


4972,13001,27.0,2

4972,13421,27.0,4

4972,13421,27.0,4



4972,13001,27.0,4

4972,13001,27.0,4







4973,0,37.0,4






4976,0,47.0,2







4978,13533,47.0,5

4978,13533,47.0,5




4978,13204,47.0,9
4978,13204,47.0,9


4978,13204,47.0,9







4978,13533,47.0,7




4978,13533,47.0,5





4982,13727,52.0,3


4982,14033,52.0,3





4984,0,42.0,2
4985,0,27.0,4





4987,0,52.0,1
4988,0,47.0,2



4991,0,27.0,1





4993,0,32.0,2









4995,0,21.0,1

4996,0,47.0,1






4997,15866,42.0,2


4997,15635,42.0,2
4997,15635,42.0,2




5001,0,27.0,1


5002,18811,27.0,1
5002,18811,27.0,2

5002,16784,27.0,2

5003,16345,47.0,1
5003,19465,47.0,1
5003,19465,47.0,1

5005,15325,42.0,2

5005,0,42.0,3














5011,0,21.0,2

5012,0,57.0,1


5013,0,42.0,1

5014,0,21.0,1


5015,13084,37.0,1
5015,13084,37.0,1


5015,13084,37.0,3
5015,0,37.0,2


5016,0,21.0,1
5017,0,42.0,2

5018,0,47.0,1


5020,15363,42.0,1

5020,0,42.0,1
5021,0,32.0,1


5023,0,47.0,1


5024,0,42.0,1


5025,0,37.0,1













5031,0,27.0,1


5032,0,37.0,1
5033,0,47.0,1





5034,19691,21.0,4


5034,17900,21.0,4








5039,0,42.0,2













5042,0,42.0,1











5046,0,52.0,2






5047,13748,57.0,2
5047,0,57.0,1

5048,0,32.0,1



5050,0,47.0,2

5051,14183,74.5,2

5051,11825,74.5,3




5051,14183,74.5,2
5051,14183,74.5,2
5052,0,47.0,1
















5054,0,21.0,4




5055,0,37.0,1








5059,0,27.0,2






5064,0,42.0,1














5072,0,62.0,5





5073,15431,47.0,2

5073,15353,47.0,1








5079,0,32.0,1
5080,0,21.0,2







5083,19187,37.0,2
5083,0,37.0,2



5084,10113,37.0,3

5084,10113,37.0,3
5084,10257,37.0,3

5084,10257,37.0,3


5084,10257,37.0,3

5085,13091,42.0,1

5087,0,42.0,2



5088,14533,42.0,3
5088,14533,42.0,3

5088,13081,42.0,2


5090,0,21.0,2



5092,0,47.0,2



5093,14108,32.0,1
5093,13265,32.0,1


5096,0,32.0,3












5100,0,21.0,1

5102,13188,32.0,1
5102,13083,32.0,1
5102,13083,32.0,1
5103,19238,37.0,1
5103,20312,37.0,1
5103,20380,37.0,1





5109,0,27.0,1





5111,0,42.0,1
















5112,0,37.0,14














5115,0,37.0,3





5117,0,32.0,1
5118,14217,47.0,1

5118,14431,47.0,8









5118,15142,47.0,18








5118,15142,47.0,18
























5119,14415,57.0,3

5119,14370,57.0,4



